"","tollgate_id","time_window","direction","volume","Friday","Monday","Saturday","Sunday","Thursday","Tuesday","Wednesday","hour__0","hour__1","hour__2","hour__3","hour__4","hour__5","hour__6","hour__7","hour__8","hour__9","hour__10","hour__11","hour__12","hour__13","hour__14","hour__15","hour__16","hour__17","hour__18","hour__19","hour__20","hour__21","hour__22","hour__23","X0","X20","X40","holiday","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation"
"2243",3,"[2016-09-25 10:40:00,2016-09-25 11:00:00)",1,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1006.6,1011.5,57,2.8,28.9,57,0
"2248",3,"[2016-09-25 11:00:00,2016-09-25 11:20:00)",1,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1008,1012.9,83,2.9,25.2,76,0
"2253",3,"[2016-09-25 11:20:00,2016-09-25 11:40:00)",1,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1008,1012.9,83,2.9,25.2,76,0
"2258",3,"[2016-09-25 11:40:00,2016-09-25 12:00:00)",1,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1008,1012.9,83,2.9,25.2,76,0
"2263",3,"[2016-09-25 12:00:00,2016-09-25 12:20:00)",1,126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1008,1012.9,83,2.9,25.2,76,0
"2268",3,"[2016-09-25 12:20:00,2016-09-25 12:40:00)",1,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1008,1012.9,83,2.9,25.2,76,0
"2273",3,"[2016-09-25 12:40:00,2016-09-25 13:00:00)",1,103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1008,1012.9,83,2.9,25.2,76,0
"2278",3,"[2016-09-25 13:00:00,2016-09-25 13:20:00)",1,131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1008,1012.9,83,2.9,25.2,76,0
"2283",3,"[2016-09-25 13:20:00,2016-09-25 13:40:00)",1,158,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1008,1012.9,83,2.9,25.2,76,0
"2288",3,"[2016-09-25 13:40:00,2016-09-25 14:00:00)",1,131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1008,1012.9,83,2.9,25.2,76,0
"2293",3,"[2016-09-25 14:00:00,2016-09-25 14:20:00)",1,121,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.9,1012.8,53,1.4,24.4,85,0
"2298",3,"[2016-09-25 14:20:00,2016-09-25 14:40:00)",1,138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.9,1012.8,53,1.4,24.4,85,0
"2303",3,"[2016-09-25 14:40:00,2016-09-25 15:00:00)",1,136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.9,1012.8,53,1.4,24.4,85,0
"2308",3,"[2016-09-25 15:00:00,2016-09-25 15:20:00)",1,122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1007.9,1012.8,53,1.4,24.4,85,0
"2313",3,"[2016-09-25 15:20:00,2016-09-25 15:40:00)",1,119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1007.9,1012.8,53,1.4,24.4,85,0
"2318",3,"[2016-09-25 15:40:00,2016-09-25 16:00:00)",1,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1007.9,1012.8,53,1.4,24.4,85,0
"2323",3,"[2016-09-25 16:00:00,2016-09-25 16:20:00)",1,109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1007.9,1012.8,53,1.4,24.4,85,0
"2328",3,"[2016-09-25 16:20:00,2016-09-25 16:40:00)",1,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1007.9,1012.8,53,1.4,24.4,85,0
"2333",3,"[2016-09-25 16:40:00,2016-09-25 17:00:00)",1,101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1007.9,1012.8,53,1.4,24.4,85,0
"2338",3,"[2016-09-25 17:00:00,2016-09-25 17:20:00)",1,118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1007.2,1012.1,11,0.9,22.8,87,0
"2343",3,"[2016-09-25 17:20:00,2016-09-25 17:40:00)",1,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1007.2,1012.1,11,0.9,22.8,87,0
"2348",3,"[2016-09-25 17:40:00,2016-09-25 18:00:00)",1,82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1007.2,1012.1,11,0.9,22.8,87,0
"2353",3,"[2016-09-25 18:00:00,2016-09-25 18:20:00)",1,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1007.2,1012.1,11,0.9,22.8,87,0
"2358",3,"[2016-09-25 18:20:00,2016-09-25 18:40:00)",1,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1007.2,1012.1,11,0.9,22.8,87,0
"2363",3,"[2016-09-25 18:40:00,2016-09-25 19:00:00)",1,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1007.2,1012.1,11,0.9,22.8,87,0
"2368",3,"[2016-09-25 19:00:00,2016-09-25 19:20:00)",1,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1007.2,1012.1,11,0.9,22.8,87,0
"2373",3,"[2016-09-25 19:20:00,2016-09-25 19:40:00)",1,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1007.2,1012.1,11,0.9,22.8,87,0
"2378",3,"[2016-09-25 19:40:00,2016-09-25 20:00:00)",1,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1007.2,1012.1,11,0.9,22.8,87,0
"2383",3,"[2016-09-25 20:00:00,2016-09-25 20:20:00)",1,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1007.2,1012.1,358,0.5,21.8,93,0
"2388",3,"[2016-09-25 20:20:00,2016-09-25 20:40:00)",1,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1007.2,1012.1,358,0.5,21.8,93,0
"2393",3,"[2016-09-25 20:40:00,2016-09-25 21:00:00)",1,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1007.2,1012.1,358,0.5,21.8,93,0
"2398",3,"[2016-09-25 21:00:00,2016-09-25 21:20:00)",1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1007.2,1012.1,358,0.5,21.8,93,0
"2403",3,"[2016-09-25 21:20:00,2016-09-25 21:40:00)",1,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1007.2,1012.1,358,0.5,21.8,93,0
"2408",3,"[2016-09-25 21:40:00,2016-09-25 22:00:00)",1,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1007.2,1012.1,358,0.5,21.8,93,0
"2413",3,"[2016-09-25 22:00:00,2016-09-25 22:20:00)",1,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1007.2,1012.1,358,0.5,21.8,93,0
"2418",3,"[2016-09-25 22:20:00,2016-09-25 22:40:00)",1,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1007.2,1012.1,358,0.5,21.8,93,0
"2423",3,"[2016-09-25 22:40:00,2016-09-25 23:00:00)",1,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1007.2,1012.1,358,0.5,21.8,93,0
"2428",3,"[2016-09-25 23:00:00,2016-09-25 23:20:00)",1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1008.7,1013.7,195,1.1,23.4,87,0
"2433",3,"[2016-09-25 23:20:00,2016-09-25 23:40:00)",1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1008.7,1013.7,195,1.1,23.4,87,0
"2438",3,"[2016-09-25 23:40:00,2016-09-26 00:00:00)",1,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1008.7,1013.7,195,1.1,23.4,87,0
"2442",3,"[2016-09-26 00:00:00,2016-09-26 00:20:00)",1,159,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1008.4,1013.3,307,1.3,24.1,83,0
"2447",3,"[2016-09-26 00:20:00,2016-09-26 00:40:00)",1,88,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1008.4,1013.3,307,1.3,24.1,83,0
"2451",3,"[2016-09-26 00:40:00,2016-09-26 01:00:00)",1,80,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1008.4,1013.3,307,1.3,24.1,83,0
"2455",3,"[2016-09-26 01:00:00,2016-09-26 01:20:00)",1,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1008.4,1013.3,307,1.3,24.1,83,0
"2460",3,"[2016-09-26 01:20:00,2016-09-26 01:40:00)",1,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1008.4,1013.3,307,1.3,24.1,83,0
"2464",3,"[2016-09-26 01:40:00,2016-09-26 02:00:00)",1,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1008.4,1013.3,307,1.3,24.1,83,0
"2468",3,"[2016-09-26 02:00:00,2016-09-26 02:20:00)",1,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.7,1012.6,174,1.6,28.5,57,0
"2472",3,"[2016-09-26 02:20:00,2016-09-26 02:40:00)",1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.7,1012.6,174,1.6,28.5,57,0
"2476",3,"[2016-09-26 02:40:00,2016-09-26 03:00:00)",1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.7,1012.6,174,1.6,28.5,57,0
"2480",3,"[2016-09-26 03:00:00,2016-09-26 03:20:00)",1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.7,1012.6,174,1.6,28.5,57,0
"2484",3,"[2016-09-26 03:20:00,2016-09-26 03:40:00)",1,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.7,1012.6,174,1.6,28.5,57,0
"2488",3,"[2016-09-26 03:40:00,2016-09-26 04:00:00)",1,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.7,1012.6,174,1.6,28.5,57,0
"2492",3,"[2016-09-26 04:00:00,2016-09-26 04:20:00)",1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.7,1012.6,174,1.6,28.5,57,0
"2496",3,"[2016-09-26 04:20:00,2016-09-26 04:40:00)",1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.7,1012.6,174,1.6,28.5,57,0
"2500",3,"[2016-09-26 04:40:00,2016-09-26 05:00:00)",1,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.7,1012.6,174,1.6,28.5,57,0
"2505",3,"[2016-09-26 05:00:00,2016-09-26 05:20:00)",1,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.4,1010.3,37,4.1,30.3,56,0
"2510",3,"[2016-09-26 05:20:00,2016-09-26 05:40:00)",1,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.4,1010.3,37,4.1,30.3,56,0
"2515",3,"[2016-09-26 05:40:00,2016-09-26 06:00:00)",1,14,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.4,1010.3,37,4.1,30.3,56,0
"2520",3,"[2016-09-26 06:00:00,2016-09-26 06:20:00)",1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.4,1010.3,37,4.1,30.3,56,0
"2525",3,"[2016-09-26 06:20:00,2016-09-26 06:40:00)",1,49,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.4,1010.3,37,4.1,30.3,56,0
"2530",3,"[2016-09-26 06:40:00,2016-09-26 07:00:00)",1,66,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.4,1010.3,37,4.1,30.3,56,0
"2535",3,"[2016-09-26 07:00:00,2016-09-26 07:20:00)",1,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.4,1010.3,37,4.1,30.3,56,0
"2540",3,"[2016-09-26 07:20:00,2016-09-26 07:40:00)",1,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.4,1010.3,37,4.1,30.3,56,0
"2545",3,"[2016-09-26 07:40:00,2016-09-26 08:00:00)",1,137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.4,1010.3,37,4.1,30.3,56,0
"2550",3,"[2016-09-26 08:00:00,2016-09-26 08:20:00)",1,138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.6,1010.5,81,2.6,28.9,66,0
"2555",3,"[2016-09-26 08:20:00,2016-09-26 08:40:00)",1,164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0
"2560",3,"[2016-09-26 08:40:00,2016-09-26 09:00:00)",1,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0
"2565",3,"[2016-09-26 09:00:00,2016-09-26 09:20:00)",1,145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.6,1010.5,81,2.6,28.9,66,0
"2570",3,"[2016-09-26 09:20:00,2016-09-26 09:40:00)",1,113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0
"2575",3,"[2016-09-26 09:40:00,2016-09-26 10:00:00)",1,104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0
"2580",3,"[2016-09-26 10:00:00,2016-09-26 10:20:00)",1,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005.6,1010.5,81,2.6,28.9,66,0
"2585",3,"[2016-09-26 10:20:00,2016-09-26 10:40:00)",1,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0
"2590",3,"[2016-09-26 10:40:00,2016-09-26 11:00:00)",1,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0
"2595",3,"[2016-09-26 11:00:00,2016-09-26 11:20:00)",1,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007,1011.9,96,3.5,26.4,78,0
"2600",3,"[2016-09-26 11:20:00,2016-09-26 11:40:00)",1,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007,1011.9,96,3.5,26.4,78,0
"2605",3,"[2016-09-26 11:40:00,2016-09-26 12:00:00)",1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007,1011.9,96,3.5,26.4,78,0
"2610",3,"[2016-09-26 12:00:00,2016-09-26 12:20:00)",1,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007,1011.9,96,3.5,26.4,78,0
"2615",3,"[2016-09-26 12:20:00,2016-09-26 12:40:00)",1,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007,1011.9,96,3.5,26.4,78,0
"2620",3,"[2016-09-26 12:40:00,2016-09-26 13:00:00)",1,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007,1011.9,96,3.5,26.4,78,0
"2625",3,"[2016-09-26 13:00:00,2016-09-26 13:20:00)",1,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007,1011.9,96,3.5,26.4,78,0
"2630",3,"[2016-09-26 13:20:00,2016-09-26 13:40:00)",1,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007,1011.9,96,3.5,26.4,78,0
"2635",3,"[2016-09-26 13:40:00,2016-09-26 14:00:00)",1,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007,1011.9,96,3.5,26.4,78,0
"2640",3,"[2016-09-26 14:00:00,2016-09-26 14:20:00)",1,110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.1,1012,315,0.8,25.4,86,0
"2645",3,"[2016-09-26 14:20:00,2016-09-26 14:40:00)",1,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.1,1012,315,0.8,25.4,86,0
"2650",3,"[2016-09-26 14:40:00,2016-09-26 15:00:00)",1,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.1,1012,315,0.8,25.4,86,0
"2655",3,"[2016-09-26 15:00:00,2016-09-26 15:20:00)",1,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1007.1,1012,315,0.8,25.4,86,0
"2660",3,"[2016-09-26 15:20:00,2016-09-26 15:40:00)",1,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1007.1,1012,315,0.8,25.4,86,0
"2665",3,"[2016-09-26 15:40:00,2016-09-26 16:00:00)",1,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1007.1,1012,315,0.8,25.4,86,0
"2670",3,"[2016-09-26 16:00:00,2016-09-26 16:20:00)",1,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1007.1,1012,315,0.8,25.4,86,0
"2675",3,"[2016-09-26 16:20:00,2016-09-26 16:40:00)",1,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1007.1,1012,315,0.8,25.4,86,0
"2680",3,"[2016-09-26 16:40:00,2016-09-26 17:00:00)",1,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1007.1,1012,315,0.8,25.4,86,0
"2685",3,"[2016-09-26 17:00:00,2016-09-26 17:20:00)",1,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1005.7,1010.6,46,1.3,24.7,92,0
"2690",3,"[2016-09-26 17:20:00,2016-09-26 17:40:00)",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0
"2695",3,"[2016-09-26 17:40:00,2016-09-26 18:00:00)",1,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0
"2700",3,"[2016-09-26 18:00:00,2016-09-26 18:20:00)",1,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1005.7,1010.6,46,1.3,24.7,92,0
"2705",3,"[2016-09-26 18:20:00,2016-09-26 18:40:00)",1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0
"2710",3,"[2016-09-26 18:40:00,2016-09-26 19:00:00)",1,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0
"2715",3,"[2016-09-26 19:00:00,2016-09-26 19:20:00)",1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1005.7,1010.6,46,1.3,24.7,92,0
"2720",3,"[2016-09-26 19:20:00,2016-09-26 19:40:00)",1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0
"2725",3,"[2016-09-26 19:40:00,2016-09-26 20:00:00)",1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0
"2730",3,"[2016-09-26 20:00:00,2016-09-26 20:20:00)",1,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1005.7,1010.6,87,1.5,24.9,90,0
"2735",3,"[2016-09-26 20:20:00,2016-09-26 20:40:00)",1,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1005.7,1010.6,87,1.5,24.9,90,0
"2740",3,"[2016-09-26 20:40:00,2016-09-26 21:00:00)",1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1005.7,1010.6,87,1.5,24.9,90,0
